Age,Olympiad_Participation,Scholarship,School,Fav_sub,Projects,Grasp_pow,Time_sprt,Medals,Career_sprt,Act_sprt,Fant_arts,Won_arts,Time_art,Predicted Hobby
8,No,Yes,Yes,Mathematics,Yes,4,4,No,No,No,No,Yes,2,Arts
9,No,No,Yes,Mathematics,No,4,3,No,No,Yes,Yes,Yes,5,Arts
13,No,No,Yes,Any language,Yes,3,3,No,No,Yes,Yes,Yes,4,Arts
13,No,No,Yes,Any language,No,4,1,No,No,No,Yes,Yes,5,Arts
12,No,No,No,Any language,No,4,1,No,No,No,Yes,Yes,5,Arts
13,No,No,Yes,Any language,No,3,1,No,No,Yes,Yes,Yes,5,Arts
11,No,No,Yes,Any language,Yes,4,3,No,No,Yes,Yes,Yes,4,Arts
9,No,No,No,Mathematics,No,3,3,Yes,No,No,Yes,Yes,5,Arts
10,No,No,Yes,Mathematics,Yes,3,1,Yes,No,Yes,Yes,Yes,5,Arts
8,No,No,No,Mathematics,No,3,4,No,No,No,Yes,Yes,4,Arts
15,No,No,Yes,Any language,Yes,4,2,Yes,No,Yes,Yes,Yes,5,Arts
12,No,No,Yes,Any language,Yes,3,2,Yes,No,Yes,Yes,Yes,4,Arts
10,No,No,Yes,Any language,Yes,3,1,No,No,No,Yes,Yes,4,Arts
11,No,No,Yes,Mathematics,No,3,1,No,No,Yes,Yes,Yes,5,Arts
15,No,No,Yes,History/Geography,Yes,3,2,No,No,No,Yes,Yes,4,Arts
8,No,No,No,History/Geography,No,3,2,Yes,No,Yes,Yes,Yes,5,Arts
12,No,No,Yes,Mathematics,No,3,2,Yes,No,Yes,Yes,Yes,5,Arts
11,No,No,Yes,Any language,No,3,2,Yes,No,Yes,Yes,Yes,3,Arts
12,No,No,Yes,History/Geography,No,3,1,No,No,Yes,Yes,Yes,5,Arts
6,No,No,Yes,Science,No,3,2,Yes,No,Yes,Yes,Yes,4,Arts
15,No,No,No,Science,No,3,1,No,No,Yes,Yes,Yes,5,Arts
15,No,No,Yes,Any language,Yes,2,3,No,No,Yes,Yes,Yes,4,Arts
12,No,No,Yes,Mathematics,No,3,4,No,No,No,Yes,Yes,5,Arts
13,No,No,No,Science,No,3,2,No,No,No,Yes,Yes,5,Arts
15,No,Yes,No,History/Geography,No,3,2,No,No,No,Yes,Yes,5,Arts
13,No,Yes,No,Mathematics,No,4,3,No,No,Yes,Yes,Yes,4,Arts
8,No,No,Yes,Any language,Yes,3,2,Yes,No,Yes,Yes,Yes,4,Arts
12,No,Yes,No,Any language,Yes,4,2,No,No,Yes,Yes,Yes,5,Arts
12,No,No,Yes,Science,Yes,3,2,Yes,No,Yes,Yes,Yes,5,Arts
10,No,Yes,No,Mathematics,No,2,1,Yes,No,Yes,Yes,Yes,4,Arts
13,No,No,Yes,Mathematics,No,3,2,Yes,No,No,Yes,Yes,5,Arts
15,No,No,No,Mathematics,No,3,1,Yes,No,Yes,Yes,Yes,5,Arts
15,No,No,Yes,Science,No,3,4,Yes,No,Yes,Yes,Yes,5,Arts
11,No,No,Yes,Any language,No,3,2,No,No,No,Yes,Yes,4,Arts
7,No,No,No,Mathematics,No,2,2,No,No,No,Yes,Yes,5,Arts
16,No,No,Yes,Any language,No,3,3,Yes,No,Yes,Yes,Yes,4,Arts
14,No,No,Yes,Any language,Yes,3,3,Yes,No,Yes,Yes,Yes,5,Arts
8,No,No,No,Mathematics,No,3,2,No,No,No,Yes,Yes,5,Arts
15,No,No,No,Mathematics,No,3,4,No,No,No,Yes,Yes,4,Arts
14,No,No,No,Mathematics,No,3,3,No,No,No,Yes,Yes,4,Arts
11,No,No,No,Science,No,3,1,No,No,No,Yes,Yes,4,Arts
12,No,No,No,Any language,No,4,1,No,No,No,Yes,Yes,3,Arts
10,No,No,No,Mathematics,No,2,2,No,No,No,Yes,Yes,4,Arts
7,No,No,No,Science,No,3,2,No,No,No,Yes,Yes,4,Arts
10,No,No,No,Mathematics,No,3,2,No,No,No,Yes,Yes,4,Arts
14,No,No,No,Mathematics,No,2,4,No,No,No,Yes,Yes,3,Arts
6,No,No,No,Science,No,3,5,No,No,No,Yes,Yes,4,Arts
10,No,No,No,Science,No,3,1,No,No,No,Yes,Yes,4,Arts
10,No,No,No,Mathematics,No,3,3,No,No,No,Yes,Yes,3,Arts
11,No,No,No,Science,No,4,2,No,No,No,Yes,Yes,4,Arts
15,No,No,No,Mathematics,No,3,6,No,No,No,Yes,Yes,4,Arts
10,No,No,No,Mathematics,No,3,2,No,No,No,Yes,Yes,4,Arts
10,No,No,No,Mathematics,No,1,2,No,No,No,Yes,Yes,3,Arts
13,No,No,No,Any language,No,1,3,No,No,No,Yes,Yes,4,Arts
11,No,No,No,Mathematics,No,3,2,No,No,No,Yes,Yes,4,Arts
9,No,No,No,Any language,No,2,3,No,No,No,Yes,Yes,4,Arts
11,No,No,No,Science,No,3,3,No,No,No,Yes,Yes,4,Arts
8,No,No,No,Mathematics,No,3,1,No,No,No,Yes,Yes,3,Arts
8,No,No,No,Science,No,3,5,No,No,No,Yes,Yes,4,Arts
11,No,No,No,Mathematics,No,3,3,No,No,No,Yes,Yes,4,Arts
10,No,No,No,Science,No,3,1,No,No,No,Yes,Yes,4,Arts
15,No,No,No,Science,No,3,3,No,No,No,Yes,Yes,3,Arts
10,No,No,No,Mathematics,No,3,1,No,No,No,Yes,Yes,4,Arts
12,No,No,No,Mathematics,No,3,1,No,No,No,Yes,Yes,4,Arts
12,No,No,No,Mathematics,No,4,4,No,No,No,Yes,Yes,5,Arts
6,No,No,No,Science,No,3,2,No,No,No,Yes,Yes,5,Arts
12,No,No,No,Mathematics,No,3,2,No,No,No,Yes,Yes,2,Arts
8,No,No,No,Any language,No,3,2,No,No,No,Yes,Yes,5,Arts
16,No,No,No,Mathematics,No,4,6,No,No,No,Yes,Yes,3,Arts
8,No,No,No,Science,No,3,3,No,No,No,Yes,Yes,5,Arts
10,No,No,No,Science,No,3,3,No,No,No,Yes,Yes,3,Arts
7,No,No,No,Science,No,3,6,No,No,No,Yes,Yes,5,Arts
16,No,No,No,Mathematics,No,2,6,No,No,No,Yes,Yes,4,Arts
11,No,No,No,Science,No,3,3,No,No,No,Yes,Yes,4,Arts
12,No,No,No,Any language,No,2,3,No,No,No,Yes,Yes,2,Arts
7,No,No,No,Mathematics,No,3,4,No,No,No,Yes,Yes,2,Arts
13,No,No,No,Science,No,3,3,No,No,No,Yes,Yes,1,Arts
8,No,No,No,Science,No,2,2,No,No,No,Yes,Yes,4,Arts
15,No,No,No,Science,No,2,6,No,No,No,Yes,Yes,4,Arts
8,No,No,Yes,Any language,Yes,3,3,Yes,Yes,Yes,No,Yes,2,Arts
8,No,No,No,History/Geography,No,3,3,No,No,No,Yes,Yes,2,Arts
6,No,No,No,Any language,No,3,2,No,No,No,Yes,Yes,2,Arts
11,No,No,No,Any language,No,3,6,No,No,No,Yes,Yes,3,Arts
12,No,No,No,Mathematics,No,4,3,No,No,No,Yes,Yes,3,Arts
7,No,No,No,Any language,No,3,2,No,No,No,Yes,Yes,4,Arts
13,No,No,Yes,Any language,No,4,2,No,No,No,Yes,Maybe,1,Arts
11,No,No,No,Mathematics,No,3,3,No,No,No,Yes,Yes,4,Arts
11,No,No,No,Science,No,3,3,No,No,No,Yes,Yes,3,Arts
11,No,No,No,Science,No,4,4,No,No,No,Yes,Maybe,1,Arts
10,No,No,No,Mathematics,No,3,2,No,No,No,Yes,Yes,4,Arts
11,No,No,No,Any language,No,4,2,No,No,No,Yes,Yes,4,Arts
8,No,No,No,Mathematics,No,3,1,No,No,No,Yes,Yes,4,Arts
8,No,No,No,Mathematics,No,3,6,No,No,No,Yes,Yes,4,Arts
14,No,No,No,Science,No,2,3,No,No,No,Yes,Maybe,1,Arts
15,No,No,No,Science,No,3,3,No,No,No,Yes,Yes,4,Arts
10,No,No,No,History/Geography,No,3,6,No,No,No,Yes,Yes,4,Arts
9,No,No,No,Science,No,3,1,No,No,No,Yes,Yes,4,Arts
12,No,No,No,Science,No,3,3,No,No,No,Yes,Yes,4,Arts
10,No,No,No,History/Geography,No,4,4,No,No,No,Yes,Yes,1,Arts
6,No,No,No,Science,No,3,1,No,No,No,Yes,Yes,1,Arts
8,No,No,Yes,Any language,Yes,3,6,Yes,Yes,Yes,Yes,Yes,4,Arts
13,No,No,No,Mathematics,No,3,2,No,No,No,Yes,Yes,3,Arts
12,No,Yes,Yes,Science,Yes,3,6,No,No,No,Yes,Maybe,1,Arts
6,No,No,No,Mathematics,No,3,3,No,No,No,Yes,Yes,3,Arts
9,No,No,No,Mathematics,No,4,1,No,No,No,Yes,Yes,3,Arts
9,No,No,No,Mathematics,No,3,3,No,No,No,Yes,Yes,4,Arts
12,No,No,No,Mathematics,No,3,6,No,No,No,Yes,Yes,1,Arts
6,No,No,No,Mathematics,No,3,3,No,No,No,Yes,Yes,4,Arts
7,No,No,No,Any language,No,3,1,No,No,No,Yes,Yes,3,Arts
14,No,No,No,Mathematics,No,2,2,Yes,Yes,Yes,Yes,Yes,4,Arts
8,No,No,No,Science,No,3,3,Yes,No,Yes,Yes,Maybe,1,Arts
12,No,No,No,History/Geography,No,2,2,No,No,No,Yes,Yes,4,Arts
9,No,No,No,Mathematics,No,3,2,No,No,No,Yes,Yes,3,Arts
7,No,No,No,Science,No,2,3,No,No,No,Yes,Yes,2,Arts
9,No,No,No,Mathematics,No,2,2,No,No,No,Yes,Yes,1,Arts
13,No,No,No,Science,No,3,2,No,No,No,Yes,Yes,4,Arts
14,No,No,No,Science,No,2,2,No,No,No,Yes,Yes,4,Arts
14,No,No,No,Mathematics,No,2,2,No,No,No,Yes,Yes,4,Arts
10,No,No,No,Science,No,3,3,No,No,No,Yes,Yes,3,Arts
12,No,No,No,History/Geography,No,3,4,No,No,No,Yes,Yes,2,Arts
8,No,No,No,Science,No,2,2,No,No,No,Yes,Yes,5,Arts
9,No,No,No,Science,No,3,3,No,No,No,Yes,Yes,1,Arts
15,No,No,No,Science,No,3,3,No,No,No,Yes,Yes,3,Arts
6,No,No,No,Mathematics,No,3,4,No,No,No,Yes,Yes,1,Arts
7,No,No,No,Mathematics,No,3,1,No,No,No,Yes,Yes,4,Arts
8,No,No,No,Science,No,3,3,No,No,No,Yes,Yes,3,Arts
6,No,No,No,Science,No,3,4,No,No,No,Yes,Yes,1,Arts
8,No,No,No,Mathematics,No,3,2,No,No,No,Yes,Yes,3,Arts
12,No,No,No,Any language,No,4,2,No,No,No,Yes,Yes,1,Arts
10,No,No,No,Mathematics,Yes,3,1,No,No,No,Yes,Yes,2,Arts
15,No,No,No,Mathematics,Yes,3,3,Yes,Yes,Yes,No,No,1,Arts
14,No,No,No,Any language,Yes,4,2,No,No,No,Yes,Yes,1,Arts
10,No,No,No,Any language,Yes,2,2,No,No,No,Yes,Yes,1,Arts
9,No,No,No,Mathematics,Yes,3,1,No,No,No,Yes,Yes,3,Arts
10,No,No,No,Mathematics,Yes,4,5,No,No,No,Yes,Yes,1,Arts
12,No,No,No,Mathematics,Yes,3,6,No,No,No,Yes,Yes,4,Arts
9,No,No,No,Any language,Yes,4,1,No,No,No,Yes,Yes,1,Arts
12,No,No,No,Mathematics,Yes,3,1,No,No,No,Yes,Yes,1,Arts
10,No,No,No,Mathematics,No,4,2,No,No,No,Yes,Yes,4,Arts
11,No,No,No,Science,Yes,3,5,No,No,No,Yes,Yes,4,Arts
11,No,No,No,Mathematics,No,2,4,No,No,No,Yes,Yes,4,Arts
9,No,No,Yes,Science,No,3,3,No,No,No,Yes,Yes,4,Arts
15,No,No,No,Science,Yes,4,3,No,No,No,Yes,Yes,4,Arts
13,No,No,No,Mathematics,No,3,2,No,No,No,Yes,Yes,3,Arts
8,No,No,No,Mathematics,Yes,3,2,No,No,No,Yes,Yes,4,Arts
14,No,No,No,Mathematics,No,4,1,No,No,No,Yes,Yes,4,Arts
11,No,No,No,Science,Yes,4,2,No,No,No,Yes,Yes,4,Arts
15,No,No,No,Any language,No,2,1,No,No,No,Yes,Yes,3,Arts
14,No,No,No,Any language,No,4,3,No,No,No,Yes,Yes,2,Arts
10,No,No,No,Science,Yes,3,4,No,No,No,Yes,Yes,3,Arts
6,No,No,No,Mathematics,Yes,4,2,No,No,No,Yes,Yes,5,Arts
9,No,No,No,Science,Yes,3,2,No,No,No,Yes,Yes,3,Arts
11,No,No,No,Mathematics,Yes,3,1,No,No,No,Yes,Yes,1,Arts
12,No,No,No,Mathematics,Yes,3,2,No,No,No,Yes,Yes,3,Arts
9,No,No,No,Mathematics,Yes,2,4,No,No,No,Yes,Yes,2,Arts
8,No,No,No,Science,Yes,3,2,No,No,No,Yes,Yes,1,Arts
14,No,No,No,Mathematics,Yes,3,3,No,No,No,Yes,Yes,2,Arts
16,No,No,No,Science,Yes,3,1,No,No,No,Yes,Yes,1,Arts
11,No,No,No,Science,Yes,3,3,No,No,No,Yes,Yes,3,Arts
8,No,No,No,Science,Yes,3,2,No,No,No,Yes,Yes,5,Arts
9,No,No,No,Mathematics,Yes,3,1,No,No,No,Yes,Yes,4,Arts
6,No,No,No,Mathematics,No,3,4,No,No,No,Yes,Yes,4,Arts
15,No,No,No,Mathematics,No,3,4,No,No,No,Yes,Yes,6,Arts
7,No,No,No,Any language,No,2,2,No,No,No,Yes,Yes,4,Arts
12,No,No,No,Mathematics,Yes,3,2,No,No,No,Yes,Yes,5,Arts
9,No,No,No,Any language,No,2,2,No,No,No,Yes,Yes,1,Arts
11,No,No,No,History/Geography,No,3,1,No,No,No,Yes,Yes,3,Arts
12,No,No,No,Mathematics,No,3,1,No,No,No,Yes,Yes,4,Arts
14,No,No,No,Mathematics,No,3,4,No,No,No,Yes,Yes,2,Arts
8,No,No,No,Science,Yes,3,5,Yes,No,Yes,Yes,No,2,Arts
6,No,No,Yes,Any language,Yes,4,3,No,No,Yes,Yes,No,1,Arts
8,No,Yes,No,Mathematics,No,3,3,Yes,No,No,Yes,No,2,Arts
15,No,No,Yes,Science,Yes,3,3,Yes,No,Yes,Yes,No,3,Arts
15,No,No,No,Mathematics,No,3,4,No,No,No,Yes,Maybe,1,Arts
12,No,No,No,Science,No,3,2,Yes,No,Yes,Yes,No,1,Arts
12,No,No,No,Mathematics,No,3,2,No,No,No,Yes,No,2,Arts
12,No,No,No,Mathematics,No,4,1,No,No,Yes,Yes,No,3,Arts
8,No,Yes,Yes,Science,No,3,5,Yes,Yes,Yes,Yes,Yes,3,Arts
15,No,No,No,Any language,Yes,3,5,Yes,No,Yes,No,Yes,1,Arts
10,No,No,Yes,Mathematics,No,2,3,No,Yes,Yes,Yes,No,2,Arts
10,No,No,No,Mathematics,No,4,3,No,Yes,No,Yes,No,6,Arts
11,No,Yes,Yes,Mathematics,Yes,3,6,No,Yes,Yes,Yes,Yes,4,Arts
6,No,No,No,Science,No,3,3,Yes,No,Yes,Yes,Maybe,2,Arts
8,No,Yes,No,Mathematics,No,3,2,Yes,No,Yes,Yes,No,1,Arts
13,No,No,Yes,Science,Yes,4,4,Yes,Yes,Yes,Yes,Yes,6,Arts
7,No,No,No,Mathematics,No,3,4,Yes,No,Yes,Yes,No,1,Arts
12,No,No,No,Any language,No,3,2,Yes,No,No,Yes,Yes,6,Arts
9,No,No,Yes,Science,Yes,4,2,Yes,No,Yes,Yes,Yes,2,Arts
10,No,Yes,Yes,Science,Yes,4,3,Yes,No,Yes,No,Yes,1,Arts
9,No,No,Yes,Mathematics,No,3,1,No,No,Yes,Yes,Yes,2,Arts
10,No,No,Yes,Any language,No,3,3,Yes,No,Yes,Yes,Yes,2,Arts
13,No,No,Yes,Science,No,3,4,No,No,Yes,Yes,No,2,Arts
9,No,Yes,No,Science,No,3,3,No,No,Yes,No,No,3,Arts
12,No,No,No,Any language,Yes,1,2,Yes,No,Yes,Yes,Yes,6,Arts
11,No,Yes,Yes,Any language,Yes,3,6,Yes,No,Yes,Yes,Yes,6,Arts
12,No,Yes,No,History/Geography,No,4,3,No,No,No,No,Maybe,2,Arts
15,No,No,No,Mathematics,No,3,3,No,No,Yes,Yes,Yes,2,Arts
13,No,No,No,Any language,No,2,2,Yes,No,Yes,Yes,Yes,4,Arts
9,No,No,No,Any language,Yes,4,1,No,Yes,No,Yes,Yes,1,Arts
6,No,No,Yes,Mathematics,Yes,3,3,Yes,No,Yes,Yes,Yes,2,Arts
9,No,Yes,Yes,Mathematics,Yes,4,2,No,Yes,Yes,Yes,Yes,5,Arts
12,No,No,No,Mathematics,No,2,4,Yes,Yes,Yes,Yes,Yes,2,Arts
7,No,No,Yes,Mathematics,Yes,3,3,Yes,Yes,Yes,Yes,Yes,3,Arts
11,No,No,Yes,Science,Yes,4,2,Yes,No,Yes,Yes,Maybe,2,Arts
12,No,No,Yes,Mathematics,No,2,3,No,No,Yes,Yes,No,3,Arts
10,No,No,Yes,Mathematics,Yes,3,6,Yes,Yes,Yes,Yes,Yes,4,Arts
13,No,Yes,No,Mathematics,Yes,2,3,Yes,Yes,Yes,Yes,Maybe,6,Arts
7,No,No,Yes,Any language,No,1,3,Yes,No,Yes,Yes,Yes,2,Arts
7,No,Yes,Yes,Any language,Yes,4,2,Yes,Yes,No,Yes,Yes,5,Arts
13,No,No,Yes,Science,No,3,3,No,Yes,No,No,Yes,5,Arts
11,No,No,No,Science,No,3,3,Yes,No,No,Yes,Yes,2,Arts
13,No,Yes,No,Science,Yes,3,5,Yes,No,Yes,Yes,Yes,5,Arts
11,No,Yes,Yes,Any language,Yes,4,3,No,No,Yes,Yes,Yes,1,Arts
9,Yes,No,Yes,Mathematics,No,3,3,Yes,No,No,Yes,Yes,2,Arts
14,No,Yes,No,Mathematics,Yes,4,4,Yes,Yes,No,Yes,Yes,5,Arts
14,No,No,No,Mathematics,Yes,4,6,Yes,No,Yes,Yes,Yes,3,Arts
13,No,No,Yes,History/Geography,Yes,3,6,Yes,Yes,Yes,Yes,Yes,4,Arts
9,Yes,Yes,Yes,Science,Yes,3,4,Yes,Yes,Yes,Yes,Yes,3,Arts
12,No,No,Yes,History/Geography,Yes,3,3,Yes,Yes,Yes,Yes,Yes,4,Arts
10,No,Yes,Yes,Science,Yes,2,2,Yes,No,Yes,Yes,Maybe,2,Arts
7,No,No,Yes,Any language,Yes,3,3,Yes,No,Yes,Yes,Yes,2,Arts
15,No,No,Yes,Mathematics,Yes,2,4,No,Yes,No,Yes,Maybe,3,Arts
8,Yes,No,Yes,History/Geography,Yes,3,2,Yes,Yes,No,Yes,Yes,2,Arts
16,No,Yes,Yes,Mathematics,Yes,3,2,Yes,No,No,Yes,Maybe,4,Arts
11,No,No,Yes,Mathematics,Yes,3,6,No,No,No,Yes,Yes,4,Arts
8,Yes,No,Yes,Mathematics,Yes,3,2,No,No,Yes,Yes,Yes,1,Arts
11,Yes,No,Yes,Science,Yes,3,6,Yes,No,Yes,Yes,Yes,3,Arts
15,Yes,No,Yes,Mathematics,Yes,3,6,Yes,Yes,Yes,Yes,Yes,4,Arts
13,No,No,Yes,Science,Yes,3,2,Yes,No,Yes,Yes,Maybe,3,Arts
14,No,No,Yes,Science,Yes,3,4,Yes,Yes,Yes,Yes,Yes,6,Arts
12,Yes,Yes,Yes,Mathematics,Yes,3,3,Yes,Yes,Yes,Yes,Maybe,6,Arts
13,No,No,Yes,Mathematics,No,3,1,No,No,Yes,Yes,Yes,5,Arts
14,No,No,Yes,Any language,No,3,2,Yes,No,No,Yes,Yes,5,Arts
9,No,No,Yes,Any language,Yes,1,6,Yes,Yes,Yes,Yes,Yes,4,Arts
11,Yes,No,Yes,Science,Yes,3,6,Yes,No,Yes,Yes,Yes,2,Arts
9,Yes,No,Yes,Science,Yes,3,6,Yes,No,Yes,Yes,Yes,5,Arts
16,No,Yes,No,Science,No,3,3,Yes,No,No,Yes,Maybe,5,Arts
15,No,Yes,Yes,Any language,Yes,2,6,Yes,No,Yes,Yes,Yes,3,Arts
6,No,No,Yes,Mathematics,No,4,3,No,No,Yes,Yes,Maybe,3,Arts
13,No,No,No,Mathematics,Yes,3,6,Yes,Yes,Yes,Yes,Yes,4,Arts
15,Yes,Yes,Yes,Mathematics,Yes,4,2,Yes,Yes,Yes,Yes,Yes,5,Arts
8,Yes,No,Yes,Any language,No,3,2,Yes,No,No,No,No,4,Arts
12,Yes,Yes,Yes,History/Geography,Yes,3,3,Yes,No,Yes,Yes,Yes,3,Arts
15,Yes,No,No,Any language,Yes,1,2,Yes,No,Yes,Yes,Yes,2,Arts
6,No,Yes,Yes,Any language,Yes,3,6,Yes,No,Yes,Yes,Yes,3,Arts
13,No,No,No,Any language,No,3,3,No,No,Yes,Yes,Yes,2,Arts
9,Yes,No,No,Any language,No,2,2,Yes,No,Yes,Yes,Yes,4,Arts
15,No,Yes,Yes,Mathematics,Yes,3,6,Yes,Yes,Yes,Yes,Yes,4,Arts
16,Yes,No,Yes,Mathematics,Yes,3,3,Yes,No,Yes,Yes,Yes,2,Arts
15,Yes,Yes,Yes,Mathematics,Yes,4,2,No,Yes,Yes,Yes,Yes,5,Arts
11,Yes,Yes,Yes,Science,Yes,3,2,Yes,No,Yes,Yes,Yes,3,Arts
14,No,No,Yes,Any language,No,4,1,Yes,Yes,No,Yes,Yes,4,Arts
14,Yes,No,Yes,Science,Yes,3,3,No,No,Yes,Yes,Yes,2,Arts
10,Yes,Yes,Yes,Mathematics,Yes,4,2,Yes,Yes,Yes,Yes,Yes,5,Arts
14,No,No,Yes,Mathematics,Yes,3,1,Yes,No,Yes,Yes,Maybe,1,Arts
6,No,No,Yes,Science,Yes,3,4,Yes,Yes,Yes,Yes,Maybe,5,Arts
12,No,No,Yes,Science,Yes,3,3,Yes,Yes,Yes,Yes,Yes,3,Arts
9,No,No,Yes,Any language,Yes,4,2,Yes,No,Yes,No,Yes,2,Arts
8,Yes,No,Yes,Mathematics,No,3,3,Yes,No,Yes,Yes,Yes,4,Arts
7,No,No,Yes,Any language,Yes,3,2,Yes,No,Yes,Yes,Yes,4,Arts
13,No,No,Yes,Mathematics,No,3,1,No,No,Yes,Yes,No,4,Arts
10,Yes,Yes,Yes,Any language,Yes,4,2,Yes,No,Yes,No,Yes,1,Arts
13,Yes,Yes,Yes,Mathematics,Yes,3,3,Yes,No,Yes,Yes,Yes,5,Arts
7,Yes,No,Yes,Science,Yes,3,4,Yes,No,Yes,Yes,Yes,3,Arts
10,No,No,Yes,Mathematics,Yes,3,6,Yes,Yes,Yes,Yes,Yes,4,Arts
11,Yes,No,Yes,Science,Yes,3,6,No,No,Yes,Yes,Yes,3,Arts
14,No,No,Yes,History/Geography,Yes,3,6,Yes,Yes,Yes,Yes,Yes,4,Arts
10,No,No,Yes,Mathematics,Yes,2,3,Yes,Yes,Yes,Yes,Yes,3,Arts
12,Yes,Yes,Yes,Mathematics,Yes,2,2,Yes,Yes,No,Yes,Yes,4,Arts
15,Yes,No,Yes,History/Geography,Yes,4,3,No,Yes,Yes,Yes,Yes,4,Arts
12,Yes,No,Yes,Science,No,3,3,No,No,No,No,Yes,3,Arts
9,No,No,Yes,Science,Yes,4,2,Yes,No,Yes,Yes,Maybe,3,Arts
6,No,No,Yes,Any language,Yes,3,4,Yes,Yes,Yes,Yes,Yes,6,Arts
15,No,No,Yes,Mathematics,Yes,3,3,Yes,Yes,Yes,Yes,Yes,3,Arts
6,No,No,Yes,History/Geography,Yes,4,2,Yes,No,Yes,Yes,Maybe,2,Arts
15,Yes,Yes,Yes,Mathematics,Yes,3,3,Yes,Yes,Yes,Yes,Maybe,6,Arts
11,No,No,Yes,Mathematics,No,3,1,No,No,Yes,Yes,Yes,3,Arts
15,Yes,No,Yes,History/Geography,No,3,3,Yes,No,Yes,Yes,Yes,3,Arts
14,No,No,Yes,Science,Yes,4,4,Yes,Yes,Yes,Yes,Yes,6,Arts
16,No,No,Yes,Mathematics,Yes,4,6,Yes,No,Yes,Yes,Yes,5,Arts
10,No,No,Yes,Mathematics,Yes,3,6,No,Yes,Yes,Yes,Yes,4,Arts
13,Yes,Yes,Yes,Mathematics,Yes,3,3,Yes,Yes,Yes,No,Maybe,6,Arts
10,No,No,Yes,Mathematics,No,3,1,No,No,Yes,Yes,Yes,2,Arts
11,Yes,No,Yes,Any language,No,3,6,Yes,No,Yes,Yes,Yes,2,Arts
12,No,Yes,Yes,Science,Yes,3,3,Yes,Yes,Yes,Yes,Yes,3,Arts
